,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Overall rank,Country or region,Score,GDP per capita,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Dystopia Residual,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual
356,,,,,,,,1.528,0.874,0.495,0.103,0.161,,,,,,,,,55.0,Estonia,5.893,1.237,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,1.478,0.831,0.49,0.107,0.028,,,,,,,,,56.0,Jamaica,5.89,0.831,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,1.402,0.798,0.498,0.215,0.06,,,,,,,,,57.0,Mauritius,5.888,1.12,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,1.419,1.088,0.445,0.069,0.14,,,,,,,,,58.0,Japan,5.886,1.327,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,1.236,0.828,0.507,0.246,0.078,,,,,,,,,59.0,Honduras,5.86,0.642,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,1.508,0.729,0.41,0.146,0.096,,,,,,,,,60.0,Kazakhstan,5.809,1.173,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,1.209,0.706,0.511,0.137,0.064,,,,,,,,,61.0,Bolivia,5.779,0.776,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,1.41,0.828,0.199,0.081,0.02,,,,,,,,,62.0,Hungary,5.758,1.201,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,1.475,0.777,0.514,0.184,0.08,,,,,,,,,63.0,Paraguay,5.743,0.855,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,1.252,1.042,0.417,0.191,0.162,,,,,,,,,64.0,Northern Cyprus,5.718,1.263,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,1.274,0.854,0.455,0.083,0.027,,,,,,,,,65.0,Peru,5.697,0.96,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,1.431,0.999,0.508,0.047,0.025,,,,,,,,,66.0,Portugal,5.693,1.221,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,0.886,0.535,0.313,0.22,0.098,,,,,,,,,67.0,Pakistan,5.653,0.677,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,1.452,0.726,0.334,0.082,0.031,,,,,,,,,68.0,Russia,5.648,1.183,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,1.293,0.657,0.558,0.117,0.107,,,,,,,,,69.0,Philippines,5.631,0.807,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,1.383,0.854,0.282,0.137,0.039,,,,,,,,,70.0,Serbia,5.603,1.004,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,1.328,0.739,0.245,0.181,0.0,,,,,,,,,71.0,Moldova,5.529,0.685,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,1.303,0.673,0.416,0.133,0.152,,,,,,,,,72.0,Libya,5.525,1.044,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,1.361,0.871,0.197,0.142,0.08,,,,,,,,,73.0,Montenegro,5.523,1.051,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,1.098,0.718,0.389,0.23,0.144,,,,,,,,,74.0,Tajikistan,5.467,0.493,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,1.266,0.914,0.296,0.119,0.022,,,,,,,,,75.0,Croatia,5.432,1.155,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,1.277,1.122,0.44,0.258,0.287,,,,,,,,,76.0,Hong Kong,5.43,1.438,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,1.401,0.779,0.497,0.113,0.101,,,,,,,,,77.0,Dominican Republic,5.425,1.015,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,1.212,0.845,0.212,0.263,0.006,,,,,,,,,78.0,Bosnia and Herzegovina,5.386,0.945,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,1.36,0.808,0.195,0.083,0.106,,,,,,,,,79.0,Turkey,5.373,1.183,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,1.171,0.828,0.508,0.26,0.024,,,,,,,,,80.0,Malaysia,5.339,1.221,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,1.465,0.789,0.235,0.094,0.142,,,,,,,,,81.0,Belarus,5.323,1.067,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,1.156,0.999,0.067,0.0,0.034,,,,,,,,,82.0,Greece,5.287,1.181,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,1.531,0.667,0.317,0.235,0.038,,,,,,,,,83.0,Mongolia,5.285,0.948,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,1.294,0.838,0.345,0.185,0.034,,,,,,,,,84.0,North Macedonia,5.274,0.983,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,1.111,0.245,0.426,0.215,0.041,,,,,,,,,85.0,Nigeria,5.265,0.696,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,1.438,0.723,0.508,0.3,0.023,,,,,,,,,86.0,Kyrgyzstan,5.261,0.551,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,1.538,0.657,0.394,0.244,0.028,,,,,,,,,87.0,Turkmenistan,5.247,1.052,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,1.16,0.785,0.086,0.073,0.114,,,,,,,,,88.0,Algeria,5.211,1.002,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,0.782,0.782,0.418,0.036,0.076,,,,,,,,,89.0,Morocco,5.208,0.801,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,1.147,0.769,0.351,0.035,0.182,,,,,,,,,90.0,Azerbaijan,5.208,1.043,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,1.224,0.815,0.216,0.166,0.027,,,,,,,,,91.0,Lebanon,5.197,0.987,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,1.203,0.66,0.491,0.498,0.028,,,,,,,,,92.0,Indonesia,5.192,0.931,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,1.125,0.893,0.521,0.058,0.1,,,,,,,,,93.0,China,5.191,1.029,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,1.346,0.851,0.543,0.147,0.073,,,,,,,,,94.0,Vietnam,5.175,0.741,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,1.321,0.604,0.457,0.37,0.167,,,,,,,,,95.0,Bhutan,5.082,0.813,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,0.91,0.331,0.381,0.187,0.037,,,,,,,,,96.0,Cameroon,5.044,0.549,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,1.513,0.815,0.311,0.081,0.004,,,,,,,,,97.0,Bulgaria,5.011,1.092,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,0.868,0.486,0.381,0.245,0.04,,,,,,,,,98.0,Ghana,4.996,0.611,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,0.808,0.232,0.352,0.154,0.09,,,,,,,,,99.0,Ivory Coast,4.944,0.569,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,1.226,0.677,0.439,0.285,0.089,,,,,,,,,100.0,Nepal,4.913,0.446,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,1.225,0.815,0.383,0.11,0.13,,,,,,,,,101.0,Jordan,4.906,0.837,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,0.437,0.397,0.349,0.175,0.082,,,,,,,,,102.0,Benin,4.883,0.393,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,0.799,0.508,0.372,0.105,0.093,,,,,,,,,103.0,Congo (Brazzaville),4.812,0.673,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,1.183,0.571,0.295,0.043,0.055,,,,,,,,,104.0,Gabon,4.799,1.057,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,1.03,0.551,0.547,0.266,0.164,,,,,,,,,105.0,Laos,4.796,0.764,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,1.351,0.469,0.389,0.13,0.055,,,,,,,,,106.0,South Africa,4.722,0.96,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,0.848,0.874,0.383,0.178,0.027,,,,,,,,,107.0,Albania,4.719,0.947,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,1.427,0.805,0.154,0.064,0.047,,,,,,,,,108.0,Venezuela,4.707,0.96,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,1.122,0.637,0.609,0.232,0.062,,,,,,,,,109.0,Cambodia,4.7,0.574,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,1.247,0.672,0.225,0.103,0.066,,,,,,,,,110.0,Palestinian Territories,4.696,0.657,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,1.134,0.571,0.292,0.153,0.072,,,,,,,,,111.0,Senegal,4.681,0.45,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,0.698,0.268,0.559,0.243,0.27,,,,,,,,,112.0,Somalia,4.668,0.0,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,1.313,0.477,0.401,0.07,0.056,,,,,,,,,113.0,Namibia,4.639,0.879,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,0.774,0.366,0.318,0.188,0.102,,,,,,,,,114.0,Niger,4.628,0.138,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,1.056,0.38,0.255,0.177,0.113,,,,,,,,,115.0,Burkina Faso,4.587,0.331,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,1.055,0.815,0.283,0.095,0.064,,,,,,,,,116.0,Armenia,4.559,0.85,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,0.842,0.785,0.305,0.27,0.125,,,,,,,,,117.0,Iran,4.548,1.1,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,0.829,0.375,0.332,0.207,0.086,,,,,,,,,118.0,Guinea,4.534,0.38,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,0.666,0.752,0.346,0.043,0.164,,,,,,,,,119.0,Georgia,4.519,0.886,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,0.939,0.428,0.382,0.269,0.167,,,,,,,,,120.0,Gambia,4.516,0.308,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,0.983,0.581,0.431,0.372,0.053,,,,,,,,,121.0,Kenya,4.509,0.512,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,1.167,0.489,0.066,0.106,0.088,,,,,,,,,122.0,Mauritania,4.49,0.57,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,0.986,0.39,0.494,0.197,0.138,,,,,,,,,123.0,Mozambique,4.466,0.204,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,1.0,0.815,0.167,0.059,0.055,,,,,,,,,124.0,Tunisia,4.461,0.921,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,0.928,0.723,0.527,0.166,0.143,,,,,,,,,125.0,Bangladesh,4.456,0.562,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,0.98,0.574,0.241,0.148,0.089,,,,,,,,,126.0,Iraq,4.437,1.043,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,1.125,0.357,0.269,0.212,0.053,,,,,,,,,127.0,Congo (Kinshasa),4.418,0.094,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,1.105,0.308,0.327,0.153,0.052,,,,,,,,,128.0,Mali,4.39,0.385,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,0.841,0.242,0.309,0.252,0.045,,,,,,,,,129.0,Sierra Leone,4.374,0.268,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,1.265,0.831,0.47,0.244,0.047,,,,,,,,,130.0,Sri Lanka,4.366,0.949,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,1.181,0.555,0.525,0.566,0.172,,,,,,,,,131.0,Myanmar,4.36,0.71,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,0.766,0.192,0.174,0.198,0.078,,,,,,,,,132.0,Chad,4.35,0.35,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,1.39,0.739,0.178,0.187,0.01,,,,,,,,,133.0,Ukraine,4.332,0.82,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,1.033,0.532,0.344,0.209,0.1,,,,,,,,,134.0,Ethiopia,4.286,0.336,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,1.149,0.0,0.313,0.074,0.135,,,,,,,,,135.0,Swaziland,4.212,0.811,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,1.069,0.443,0.356,0.252,0.06,,,,,,,,,136.0,Uganda,4.189,0.332,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,1.039,0.644,0.241,0.076,0.067,,,,,,,,,137.0,Egypt,4.166,0.913,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,1.058,0.426,0.431,0.247,0.087,,,,,,,,,138.0,Zambia,4.107,0.578,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,0.572,0.41,0.293,0.177,0.085,,,,,,,,,139.0,Togo,4.085,0.275,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,0.765,0.588,0.498,0.2,0.085,,,,,,,,,140.0,India,4.015,0.755,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,0.922,0.443,0.37,0.233,0.033,,,,,,,,,141.0,Liberia,3.975,0.073,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,0.757,0.505,0.142,0.275,0.078,,,,,,,,,142.0,Comoros,3.973,0.274,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,0.916,0.555,0.148,0.169,0.041,,,,,,,,,143.0,Madagascar,3.933,0.274,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,1.169,0.168,0.359,0.107,0.093,,,,,,,,,144.0,Lesotho,3.802,0.489,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,0.447,0.38,0.22,0.176,0.18,,,,,,,,,145.0,Burundi,3.775,0.046,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,1.114,0.433,0.361,0.151,0.089,,,,,,,,,146.0,Zimbabwe,3.663,0.366,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,0.688,0.449,0.026,0.419,0.11,,,,,,,,,147.0,Haiti,3.597,0.323,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,1.145,0.538,0.455,0.025,0.1,,,,,,,,,148.0,Botswana,3.488,1.041,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,0.378,0.44,0.013,0.331,0.141,,,,,,,,,149.0,Syria,3.462,0.619,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,0.56,0.495,0.443,0.218,0.089,,,,,,,,,150.0,Malawi,3.41,0.191,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,1.163,0.463,0.143,0.108,0.077,,,,,,,,,151.0,Yemen,3.38,0.287,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,0.711,0.614,0.555,0.217,0.411,,,,,,,,,152.0,Rwanda,3.334,0.359,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,0.885,0.499,0.417,0.276,0.147,,,,,,,,,153.0,Tanzania,3.231,0.476,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,0.517,0.361,0.0,0.158,0.025,,,,,,,,,154.0,Afghanistan,3.203,0.35,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,0.0,0.105,0.225,0.235,0.035,,,,,,,,,155.0,Central African Republic,3.083,0.026,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,0.575,0.295,0.01,0.202,0.091,,,,,,,,,156.0,South Sudan,2.853,0.306,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,1.592,0.874,0.681,0.202,0.393,,,,,,,,,1.0,Finland,7.632,1.305,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,1.582,0.861,0.686,0.286,0.34,,,,,,,,,2.0,Norway,7.594,1.456,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,1.59,0.868,0.683,0.284,0.408,,,,,,,,,3.0,Denmark,7.555,1.351,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,1.644,0.914,0.677,0.353,0.138,,,,,,,,,4.0,Iceland,7.495,1.343,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,1.549,0.927,0.66,0.256,0.357,,,,,,,,,5.0,Switzerland,7.487,1.42,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,1.488,0.878,0.638,0.333,0.295,,,,,,,,,6.0,Netherlands,7.441,1.361,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,1.532,0.896,0.653,0.321,0.291,,,,,,,,,7.0,Canada,7.328,1.33,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,1.601,0.876,0.669,0.365,0.389,,,,,,,,,8.0,New Zealand,7.324,1.268,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,1.501,0.913,0.659,0.285,0.383,,,,,,,,,9.0,Sweden,7.314,1.355,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,1.573,0.91,0.647,0.361,0.302,,,,,,,,,10.0,Australia,7.272,1.34,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,1.433,0.888,0.464,0.262,0.082,,,,,,,,,11.0,United Kingdom,7.19,1.244,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,,1.504,0.891,0.617,0.242,0.224,,,,,,,,,12.0,Austria,7.139,1.341,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,1.459,0.817,0.632,0.143,0.101,,,,,,,,,13.0,Costa Rica,7.072,1.01,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,1.583,0.876,0.614,0.307,0.306,,,,,,,,,14.0,Ireland,6.977,1.448,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,1.474,0.861,0.586,0.273,0.28,,,,,,,,,15.0,Germany,6.965,1.34,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,1.483,0.894,0.583,0.188,0.24,,,,,,,,,16.0,Belgium,6.927,1.324,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,1.52,0.896,0.632,0.196,0.321,,,,,,,,,17.0,Luxembourg,6.91,1.576,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,1.471,0.819,0.547,0.291,0.133,,,,,,,,,18.0,United States,6.886,1.398,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,1.559,0.883,0.533,0.354,0.272,,,,,,,,,19.0,Israel,6.814,1.301,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,0.776,0.67,0.284,0.186,,,,,,,,,,20.0,United Arab Emirates,6.774,2.096,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,1.489,0.854,0.543,0.064,0.034,,,,,,,,,21.0,Czech Republic,6.711,1.233,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,1.525,0.884,0.645,0.376,0.142,,,,,,,,,22.0,Malta,6.627,1.27,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,1.466,0.908,0.52,0.098,0.176,,,,,,,,,23.0,France,6.489,1.293,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,1.252,0.761,0.479,0.069,0.095,,,,,,,,,24.0,Mexico,6.488,1.038,,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,1.331,0.808,0.431,0.197,0.061,,,,,,,,,25.0,Chile,6.476,1.131,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,1.436,0.857,0.418,0.151,0.078,,,,,,,,,26.0,Taiwan,6.441,1.365,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,1.438,0.759,0.597,0.125,0.063,,,,,,,,,27.0,Panama,6.43,1.112,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,1.474,0.675,0.493,0.11,0.088,,,,,,,,,28.0,Brazil,6.419,0.986,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,1.468,0.744,0.57,0.062,0.054,,,,,,,,,29.0,Argentina,6.388,1.073,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,1.268,0.608,0.604,0.179,0.071,,,,,,,,,30.0,Guatemala,6.382,0.781,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,1.459,0.771,0.625,0.13,0.155,,,,,,,,,31.0,Uruguay,6.379,1.093,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,1.303,0.748,0.654,0.256,0.171,,,,,,,,,32.0,Qatar,6.374,1.649,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,1.331,0.633,0.509,0.098,0.127,,,,,,,,,33.0,Saudi Arabia,6.371,1.379,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,1.451,1.008,0.631,0.261,0.457,,,,,,,,,34.0,Singapore,6.343,1.529,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,1.258,0.669,0.356,0.311,0.059,,,,,,,,,35.0,Malaysia,6.322,1.161,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,1.538,0.965,0.449,0.142,0.074,,,,,,,,,36.0,Spain,6.31,1.251,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,1.439,0.635,0.531,0.099,0.039,,,,,,,,,37.0,Colombia,6.26,0.96,,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,1.492,0.564,0.575,0.171,0.019,,,,,,,,,38.0,Trinidad & Tobago,6.192,1.223,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,1.537,0.776,0.354,0.118,0.014,,,,,,,,,39.0,Slovakia,6.173,1.21,,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,1.231,0.639,0.461,0.065,0.082,,,,,,,,,40.0,El Salvador,6.167,0.806,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,1.319,0.7,0.527,0.208,0.128,,,,,,,,,41.0,Nicaragua,6.141,0.668,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,1.448,0.781,0.546,0.108,0.064,,,,,,,,,42.0,Poland,6.123,1.176,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,1.366,0.698,0.594,0.243,0.123,,,,,,,,,43.0,Bahrain,6.105,1.338,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,1.584,0.605,0.724,0.328,0.259,,,,,,,,,44.0,Uzbekistan,6.096,0.719,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,1.301,0.675,0.554,0.167,0.106,,,,,,,,,45.0,Kuwait,6.083,1.474,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,1.417,0.707,0.637,0.364,0.029,,,,,,,,,46.0,Thailand,6.072,1.016,,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,1.501,0.946,0.281,0.137,0.028,,,,,,,,,47.0,Italy,6.0,1.264,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,1.33,0.736,0.556,0.114,0.12,,,,,,,,,48.0,Ecuador,5.973,0.889,,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,1.101,0.474,0.593,0.183,0.089,,,,,,,,,49.0,Belize,5.956,0.807,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,1.527,0.716,0.35,0.026,0.006,,,,,,,,,50.0,Lithuania,5.952,1.197,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,1.506,0.856,0.633,0.16,0.051,,,,,,,,,51.0,Slovenia,5.948,1.219,,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,1.219,0.726,0.528,0.088,0.001,,,,,,,,,52.0,Romania,5.945,1.116,,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,1.454,0.671,0.363,0.092,0.066,,,,,,,,,53.0,Latvia,5.933,1.148,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,1.462,0.988,0.553,0.079,0.15,,,,,,,,,54.0,Japan,5.915,1.294,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,1.387,0.684,0.584,0.245,0.05,,,,,,,,,55.0,Mauritius,5.891,1.09,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,1.493,0.693,0.575,0.096,0.031,,,,,,,,,56.0,Jamaica,5.89,0.819,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,,1.204,0.955,0.244,0.175,0.051,,,,,,,,,57.0,South Korea,5.875,1.266,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,1.211,0.909,0.495,0.179,0.154,,,,,,,,,58.0,Northern Cyprus,5.835,1.229,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,1.479,0.599,0.399,0.065,0.025,,,,,,,,,59.0,Russia,5.81,1.151,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,1.516,0.631,0.454,0.148,0.121,,,,,,,,,60.0,Kazakhstan,5.79,1.143,,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,1.191,0.909,0.423,0.202,0.035,,,,,,,,,61.0,Cyprus,5.762,1.229,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,1.223,0.508,0.606,0.141,0.054,,,,,,,,,62.0,Bolivia,5.752,0.751,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,1.532,0.737,0.553,0.086,0.174,,,,,,,,,63.0,Estonia,5.739,1.2,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,1.522,0.615,0.541,0.162,0.074,,,,,,,,,64.0,Paraguay,5.681,0.835,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,1.249,0.674,0.53,0.092,0.034,,,,,,,,,65.0,Peru,5.663,0.934,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,1.23,0.578,0.448,0.274,0.023,,,,,,,,,66.0,Kosovo,5.662,0.855,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,1.301,0.62,0.232,0.171,0.0,,,,,,,,,67.0,Moldova,5.64,0.657,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,1.533,0.517,0.417,0.199,0.037,,,,,,,,,68.0,Turkmenistan,5.636,1.016,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,1.401,0.732,0.259,0.061,0.022,,,,,,,,,69.0,Hungary,5.62,1.171,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,1.35,0.553,0.496,0.116,0.148,,,,,,,,,70.0,Libya,5.566,0.985,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,1.312,0.513,0.643,0.12,0.105,,,,,,,,,71.0,Philippines,5.524,0.775,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,1.205,0.622,0.459,0.197,0.074,,,,,,,,,72.0,Honduras,5.504,0.62,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,1.498,0.7,0.307,0.101,0.154,,,,,,,,,73.0,Belarus,5.483,1.039,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,1.38,0.686,0.324,0.106,0.109,,,,,,,,,74.0,Turkey,5.483,1.148,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,0.81,0.424,0.334,0.216,0.113,,,,,,,,,75.0,Pakistan,5.472,0.652,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,1.29,1.03,0.524,0.246,0.291,,,,,,,,,76.0,Hong Kong,5.43,1.405,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,1.429,0.884,0.562,0.055,0.017,,,,,,,,,77.0,Portugal,5.41,1.188,,,,,,,,,,,,,,,,,,,,,
